Time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Nb of trades,Buy base asset Vol,Buy quote asset Vol,Ignore
1532953500000,460.41000000,460.41000000,460.16000000,460.33000000,92.85755000,1532953559999,42741.11311280,62,64.22797000,29563.90017230
1532953560000,460.28000000,460.34000000,459.98000000,460.23000000,34.87373000,1532953619999,16050.85193880,53,29.41330000,13537.84948660
1532953620000,460.15000000,460.41000000,459.94000000,459.94000000,102.95233000,1532953679999,47366.36742610,83,70.36043000,32372.43193440
1532953680000,460.38000000,460.85000000,460.24000000,460.52000000,234.92091000,1532953739999,108223.05497240,74,63.92263000,29434.36198710
1532953740000,460.61000000,460.67000000,460.01000000,460.01000000,102.67397000,1532953799999,47280.73339140,31,54.48516000,25095.00730220
1532953800000,460.00000000,460.59000000,459.99000000,460.34000000,257.20060000,1532953859999,118331.27214820,114,209.17262000,96235.37261120
1532953860000,460.14000000,460.28000000,460.00000000,460.27000000,334.72721000,1532953919999,154021.43890740,45,255.93981000,117767.97525600
1532953920000,460.31000000,460.36000000,460.26000000,460.31000000,478.16734000,1532953979999,220114.51118820,31,476.23740000,219226.23698880
1532953980000,460.31000000,460.31000000,460.06000000,460.24000000,362.10683000,1532954039999,166670.24829090,53,359.49427000,165468.10856920
1532954040000,460.24000000,460.28000000,460.10000000,460.10000000,171.83187000,1532954099999,79080.13773800,50,165.54626000,76187.40128110
1532954100000,460.13000000,460.23000000,460.10000000,460.10000000,170.31862000,1532954159999,78378.98333800,63,164.56114000,75729.65018470
1532954160000,460.09000000,460.29000000,460.00000000,460.15000000,299.75694000,1532954219999,137919.40648000,84,238.36306000,109676.21452400
1532954220000,460.04000000,460.29000000,459.87000000,460.16000000,104.69934000,1532954279999,48166.10873000,61,61.74207000,28405.41226130
1532954280000,460.14000000,460.20000000,460.08000000,460.15000000,194.67313000,1532954339999,89579.27222450,54,178.06311000,81935.83228650
1532954340000,460.16000000,460.19000000,459.97000000,460.03000000,163.75433000,1532954399999,75344.48527490,52,153.58821000,70667.76522910
1532954400000,460.09000000,460.15000000,459.61000000,459.86000000,74.29900000,1532954459999,34162.43382680,82,16.45404000,7567.90532240
1532954460000,459.86000000,460.10000000,459.43000000,459.82000000,156.89203000,1532954519999,72131.92078650,115,89.38967000,41093.28364850
1532954520000,459.83000000,460.10000000,459.70000000,459.86000000,63.96625000,1532954579999,29416.01760110,59,45.85299000,21087.49443510
1532954580000,459.86000000,460.09000000,459.86000000,460.05000000,137.89616000,1532954639999,63427.30935590,79,112.66994000,51824.44724150
1532954640000,460.00000000,460.68000000,459.94000000,460.12000000,146.27891000,1532954699999,67325.98774700,86,114.03309000,52486.41545920
1532954700000,460.04000000,460.37000000,459.86000000,460.04000000,76.63208000,1532954759999,35264.34840060,32,23.03264000,10598.68320230
1532954760000,460.09000000,460.33000000,460.00000000,460.18000000,79.21376000,1532954819999,36450.75110740,52,53.14219000,24455.61665370
1532954820000,460.18000000,460.24000000,460.03000000,460.24000000,86.27142000,1532954879999,39695.03661390,54,66.95590000,30808.11666160
1532954880000,460.12000000,460.23000000,460.07000000,460.12000000,24.86682000,1532954939999,11442.60418130,42,15.50060000,7133.09065170
1532954940000,460.18000000,460.46000000,460.10000000,460.34000000,49.39137000,1532954999999,22728.62862970,48,9.05799000,4169.45093280
1532955000000,460.43000000,460.57000000,460.12000000,460.46000000,57.46384000,1532955059999,26455.75938890,64,38.35436000,17661.68016490
1532955060000,460.47000000,460.64000000,460.38000000,460.59000000,166.21356000,1532955119999,76544.80020740,37,56.81512000,26168.02614320
1532955120000,460.43000000,460.59000000,460.12000000,460.12000000,41.96040000,1532955179999,19324.22520120,21,38.88340000,17907.56795870
1532955180000,460.25000000,460.43000000,460.12000000,460.14000000,74.63601000,1532955239999,34354.25544040,22,70.87847000,32625.16795500
1532955240000,460.14000000,460.19000000,459.78000000,459.98000000,176.42528000,1532955299999,81148.97470490,67,101.07832000,46488.96167340
1532955300000,459.98000000,460.49000000,459.71000000,460.20000000,248.90878000,1532955359999,114502.23209010,62,156.12015000,71812.36311680
1532955360000,460.13000000,460.31000000,459.80000000,459.80000000,143.74522000,1532955419999,66163.72049360,36,138.62043000,63805.64828990
1532955420000,460.18000000,460.50000000,460.13000000,460.44000000,125.84862000,1532955479999,57933.39287220,37,124.84862000,57473.06287220
1532955480000,460.32000000,460.50000000,460.17000000,460.34000000,26.30651000,1532955539999,12110.62387570,35,21.13207000,9729.09465490
1532955540000,460.34000000,460.39000000,460.17000000,460.34000000,106.65726000,1532955599999,49092.81218990,48,96.67161000,44496.87097990
1532955600000,460.18000000,460.35000000,460.17000000,460.29000000,276.52775000,1532955659999,127283.96923920,66,254.89725000,117328.65183960
1532955660000,460.28000000,460.35000000,460.17000000,460.23000000,189.48122000,1532955719999,87212.23467870,59,179.25663000,82506.98326890
1532955720000,460.35000000,460.35000000,460.10000000,460.11000000,250.11100000,1532955779999,115101.75765880,64,189.52271000,87223.28436790
1532955780000,460.11000000,460.26000000,460.00000000,460.16000000,164.03924000,1532955839999,75480.11148370,65,99.79993000,45923.50353110
1532955840000,460.16000000,460.28000000,460.00000000,460.07000000,51.17967000,1532955899999,23548.04865020,66,27.35950000,12589.26973320
1532955900000,460.16000000,460.23000000,460.07000000,460.07000000,103.38079000,1532955959999,47568.56934150,75,64.86517000,29847.90708070
1532955960000,460.14000000,460.35000000,460.14000000,460.33000000,203.84310000,1532956019999,93810.64652990,47,176.48908000,81221.97595220
1532956020000,460.30000000,460.30000000,459.89000000,459.89000000,165.21385000,1532956079999,76019.59461720,46,118.28012000,54426.39780170
1532956080000,460.04000000,460.24000000,459.83000000,460.12000000,53.14888000,1532956139999,24450.18065610,37,30.80116000,14171.05801470
1532956140000,460.19000000,460.29000000,460.11000000,460.12000000,176.72053000,1532956199999,81317.95278700,59,82.42091000,37928.22412720
1532956200000,460.11000000,460.21000000,459.92000000,460.06000000,347.09896000,1532956259999,159695.96446520,72,168.00621000,77301.35061940
1532956260000,460.07000000,460.28000000,459.94000000,459.95000000,253.88096000,1532956319999,116800.79206510,59,95.78224000,44065.96642210
1532956320000,459.95000000,460.09000000,459.84000000,459.98000000,75.75396000,1532956379999,34844.96327290,47,44.04894000,20262.59233910
1532956380000,459.99000000,460.10000000,459.83000000,459.91000000,75.28820000,1532956439999,34629.31146780,54,47.64951000,21918.78515390
1532956440000,459.91000000,460.02000000,459.85000000,459.95000000,69.04594000,1532956499999,31756.56951000,35,57.72417000,26548.97057850
1532956500000,459.85000000,460.17000000,459.78000000,459.99000000,160.51505000,1532956559999,73827.40017790,80,139.38744000,64109.68357080
1532956560000,459.99000000,460.18000000,459.78000000,460.03000000,91.99198000,1532956619999,42312.56273540,102,60.89447000,28009.96820950
1532956620000,459.87000000,460.30000000,459.85000000,460.11000000,208.84502000,1532956679999,96087.92259110,115,126.68823000,58290.33134240
1532956680000,460.27000000,460.27000000,459.87000000,459.92000000,56.04596000,1532956739999,25779.85881200,61,14.84326000,6828.70314790
